paper_id,title,authors,year,venue,abstract,url,decision,reason
69f5b4393cc4,Thermal prediction for efficient energy management of clouds using machine learning,"S Ilager, K Ramamohanarao",2020.0,IEEE Transactions on …,We propose a dynamic workload scheduling algorithm guided by the prediction methods to  reduce the peak temperature of the data center that minimizes the total energy consumption,https://ieeexplore.ieee.org/abstract/document/9272657/,include,"obj=True, wl=True"
ca1cac1d6c9a,Joint Dynamic Data and Model Parallelism for Distributed Training of DNNs Over Heterogeneous Infrastructure,"Z Ling, X Jiang, X Tan, H He, S Zhu",2024.0,IEEE Transactions on …,"Lastovetsky, “Bi-objective optimization of data-parallel applications on heterogeneous  hpc  [24] LL Pilla, “Optimal workload scheduling algorithm for data-parallel applications on",https://ieeexplore.ieee.org/abstract/document/10767392/,include,"obj=False, wl=True"
b67181201426,HARNESS: Holistic Resource Management for Diversely Scaled Edge Cloud Systems,"I Dagli, J Davis, ME Belviranli",2025.0,… of the 39th ACM International Conference …,77] have been proposed for heterogeneous HPC systems. Interference-aware resource  management within GPUs [76] and across large-scale clusters [24,https://dl.acm.org/doi/abs/10.1145/3721145.3729518,exclude,no scheduling/mapping focus
90c07e5b1034,Energy aware computer vision algorithm deployment on heterogeneous architectures,"T Ali, D Bhowmik, R Nicol",2025.0,Discover Electronics,"Computer vision algorithms, specifically convolutional neural networks (CNNs) and feature  extraction algorithms, have become increasingly pervasive in many vision tasks. As algorithm",https://link.springer.com/article/10.1007/s44291-025-00078-7,exclude,no scheduling/mapping focus
014ea9d16050,Enhanced multi-objective scheduling for heterogeneous computing platforms using hybrid MOEAD with SA and TS-guided initialization strategies,"A Saad, O Abdel-Raouf, M Hadhoud",2025.0,The Journal of …,"[23] proposed a bi-objective optimization approach for workload scheduling in hybrid cloud  environments, considering both makespan and user service costs. Although there are two",https://link.springer.com/article/10.1007/s11227-025-07278-8,include,"obj=True, wl=True"
90c3a33fd620,Dependency Prediction of Long-Time Resource Uses in HPC Environment,"NM Upadhyay, RS Singh, SP Dwivedi",2023.0,IEEE Access,"He has proposed an adaptive workload scheduling method for automatic resource   data-parallel applications on heterogeneous HPC platforms,’’ IEEE Trans. Parallel Distrib. Syst., vol.",https://ieeexplore.ieee.org/abstract/document/10352118/,exclude,no optimization method
53f835127034,How to build a quantum supercomputer: Scaling from hundreds to millions of qubits,"M Mohseni, A Scherer, KG Johnson",2024.0,arXiv preprint arXiv …,", successful integration with existing heterogeneous HPC infrastructures and the development   dispatching in Section VD on high-performance quantum– classical workload scheduling.",https://arxiv.org/abs/2411.10406,include,"obj=False, wl=True"
9c11ffa90b92,Carbon-Aware Systemd Timers,M Gebhard,2024.0,Science,Carbon-aware workload scheduling is a well covered topic in the context of datacenters. I  cover four approaches to datacenter workload scheduling and how well each of them can be,https://wwwcip.cs.fau.de/~im72ywil-roadkill/ma.pdf,exclude,no optimization method
ce560c25d963,Accelerator pool: accelerator sharing architecture for energy efficiency,"S Saito, K Natori, I Otani, K Fujimoto",2025.0,Discover Applied Sciences,"For example, this includes efficient workload scheduling, improved resource partitioning  technology, and virtualization technology. Often, accelerators do not use all their computing",https://link.springer.com/article/10.1007/s42452-025-07388-1,exclude,no optimization method
4d1d28d4c4dc,An Automated Edge Computing Approach for IoT Device Registration and Application Deployment,"V Mafeni, Y Kim",2024.0,IEEE Systems Journal,"Notably, it efficiently identifies nodes with access to these devices and manages workload  scheduling based on their availability. However, it is important to highlight that Akri does not",https://ieeexplore.ieee.org/abstract/document/10518055/,exclude,no optimization method
1dc55b5b0ff5,ACO-Optimized DRL Model for Energy-Efficient Resource Allocation in High-Performance Computing,"A Jermanshiyamala, NKS Kumar, S Belhe",2024.0,… Conference on Multi …,"High-Performance Computing (HPC) is a pillar in today's computational science, efficiently  processing vast multi-dimensional datasets at staggering speeds. However, Resource",https://link.springer.com/chapter/10.1007/978-981-97-1488-9_11,include,"obj=True, wl=False"
59afb8b1ddb0,Parallel data partitioning algorithms for optimization of data-parallel applications on modern extreme-scale multicore platforms for performance and energy,"RR Manumachu, A Lastovetsky",2018.0,IEEE Access,Data partitioning algorithms aiming to minimize the execution time and the energy of  computations in self-adaptable data-parallel applications on modern extreme-scale multicore,https://ieeexplore.ieee.org/abstract/document/8532283/,exclude,no scheduling/mapping focus
9ddf5297b1a8,"A configurable dependability library for high-performance computing iterative applications with interruption detection, data preservation and failover capabilities",CS Santana,2024.0,nan,Combining FT with workload scheduling has been promising but requires the use of a   Workload scheduling DeLIA does not manipulate task execution and distribution. This is because,https://repositorio.ufrn.br/bitstreams/013d0533-6676-4db6-a3f9-fece3f7897fa/download,exclude,no optimization method
e4aef8ff12d8,eBPF-Based Instrumentation for Generalisable Diagnosis of Performance Degradation,"D Landau, J Barbosa, N Saurabh",2025.0,arXiv preprint arXiv:2505.13160,"Malony, “Enabling performance observability for heterogeneous hpc workflows with soma,”  in Proceedings of the 53rd International Conference on Parallel Processing, 2024, pp. 220–",https://arxiv.org/abs/2505.13160,exclude,no scheduling/mapping focus
a4357729bfb4,Reconfigurable High-Performance Computing of Sparse Linear Algebra,EB Tavakoli,2024.0,nan,This thesis presents novel software/hardware co-design methodologies aimed at accelerating  sparse linear algebra applications within the realm of High-Performance Computing (HPC),https://search.proquest.com/openview/c452620ee0b35ac02dd70bfcd84a1324/1?pq-origsite=gscholar&cbl=18750&diss=y,exclude,no scheduling/mapping focus
a2842e7a3ab0,2018 Index IEEE Transactions on Parallel and Distributed Systems Vol. 29,"TK Aasawat, P Abad, S Abadal",2019.0,IEEE Transactions on …,"-2332 Khaleghzadeh, H., Manumachu, RR, and Lastovetsky, A., A Novel DataPartitioning  Algorithm for Performance Optimization of Data-Parallel Applications on Heterogeneous HPC",https://www.computer.org/csdl/api/v1/periodical/trans/td/2019/01/08572814/17D45WUj91e/download-article/pdf,exclude,no scheduling/mapping focus
d6e6c76e2ca2,Energy-aware scheduling for high-performance computing systems: A survey,"B Kocot, P Czarnul, J Proficz",2023.0,Energies,"workflow scheduling. The symbols used in these and further formulas are listed in Table 1.   Heterogeneous Environments Currently, the heterogeneity of high-performance computing",https://www.mdpi.com/1996-1073/16/2/890,exclude,no optimization method
22f04c8a02aa,IPPTS: An efficient algorithm for scientific workflow scheduling in heterogeneous computing systems,"H Djigal, J Feng, J Lu, J Ge",2020.0,IEEE transactions on parallel and …,"Hence, heterogeneous computing systems have become  high-performance computing  environments at a low cost [3]. For instance, in [4], the authors presented a heterogeneous",https://ieeexplore.ieee.org/abstract/document/9276443/,include,"obj=True, wl=True"
f5499f44c6a3,A novel workflow scheduling with multi-criteria using particle swarm optimization for heterogeneous computing systems,"T Biswas, P Kuila, AK Ray",2020.0,Cluster Computing,"Recently, we have designed an improved GA based multi-criteria scheduling for high  performance computing systems [21]. Here, a novel mutation helps to minimize the overall",https://link.springer.com/article/10.1007/s10586-020-03085-3,include,"obj=False, wl=True"
cbd9ff51dcfb,Job scheduling in high performance computing,Y Fan,2021.0,arXiv preprint arXiv:2109.09269,Workflow scheduling problem is known to be NP-complete in general. Scheduling  algorithms often utilize heuristics and optimization techniques to try to obtain a near optimal,https://arxiv.org/abs/2109.09269,include,"obj=False, wl=True"
732230a2ff99,An optimized workflow scheduling algorithm on CPU-GPU heterogeneous systems,"H Ma, J Fang",2021.0,Journal of Physics: Conference Series,"the workflow scheduling problem on CPU-GPU heterogeneous systems, this article proposes  a workflow scheduling  in the field of high performance computing is basically composed of",https://iopscience.iop.org/article/10.1088/1742-6596/1994/1/012037/meta,include,"obj=False, wl=True"
2df6e3274e64,An analytical review and performance measures of state-of-art scheduling algorithms in heterogenous computing enviornment,"W Ahmad, G Gautam, B Alam",2024.0,… Methods in Engineering,workflow scheduling algorithms have been reviewed from the last two decades with the  assumption of heterogeneous  Many scientific applications require highperformance computing,https://search.proquest.com/openview/0c77e5ef40bb341bb713c0c6f35a9100/1?pq-origsite=gscholar&cbl=1486352,related_survey,survey paper - use as reference
2222ffe38de1,GWO based energy-efficient workflow scheduling for heterogeneous computing systems,"Karishma, H Kumar",2025.0,Soft Computing,"This article addresses the critical challenge of energy-efficient task scheduling in heterogeneous  computing systems, which are known for their superior performance and complexity",https://link.springer.com/article/10.1007/s00500-025-10614-y,exclude,no optimization method
eff7562ca160,Level-wise earliest finish time based workflow scheduling for heterogeneous computing systems,"BB Naik, MSA Ansari",2025.0,Cluster Computing,The article is sectioned in a structured way as follows: we have presented related works on  workflow scheduling in a heterogeneous environment and a detailed discussion of HEFT [10],https://link.springer.com/article/10.1007/s10586-025-05576-7,include,"obj=False, wl=True"
e30caa5969a3,A taxonomy and survey on energy-aware scientific workflows scheduling in large-scale heterogeneous architecture,"SK Saurav, S Benedict",2021.0,2021 6th international conference on …,High-performance computing (HPC) systems and clouds are the crucial enabling platforms   -aware workflow scheduling and presents taxonomy and survey on workflow scheduling. We,https://ieeexplore.ieee.org/abstract/document/9358707/,exclude,no optimization method
dd5f69cdb2c7,"Trends, Approaches, and Gaps in Scientific Workflow Scheduling: A Systematic Review","A Vivas, A Tchernykh, H Castro",2024.0,IEEE Access,"High-performance computing (HPC), Fog computing [16] environments that combine  High-performance computing (HPC) the landscape of workflow scheduling algorithms currently",https://ieeexplore.ieee.org/abstract/document/10771770/,related_survey,survey paper - use as reference
5850b0da2062,AI-based & heuristic workflow scheduling in cloud and fog computing: a systematic review,"N Khaledian, M Voelp, S Azizi, MH Shirvani",2024.0,Cluster Computing,Workflow scheduling is a crucial process in many domains and applications involving   and heterogeneous resources in cloud and fog environments. Workflow scheduling aims to,https://link.springer.com/article/10.1007/s10586-024-04442-2,related_survey,survey paper - use as reference
976dee70eda4,Workflow models for heterogeneous distributed systems,I Colonnelli,2022.0,nan,"The unprecedented amount of data available in the digital era, combined with the recent  advancements in Machine Learning and High-Performance Computing (HPC), let computers",https://iris.unito.it/bitstream/2318/2017626/2/Curriculum%20formativo%20mio.pdf,exclude,no scheduling/mapping focus
d81780846b52,A heterogeneous cloud-edge collaborative computing architecture with affinity-based workflow scheduling and resource allocation for internet-of-things applications,"S Lyu, X Dai, Z Ma, Y Zhou, X Liu, Y Gao",2023.0,Mobile Networks and …,"reads/writes, and intelligent analysis tasks require high-performance computing. Note that  the computing nodes also have various heterogeneous hardware resources. For example, the",https://link.springer.com/article/10.1007/s11036-023-02113-x,exclude,no optimization method
426e65885dcf,An efficient list scheduling algorithm with task duplication for scientific big data workflow in heterogeneous computing environments,"W Ahmad, B Alam",2021.0,Concurrency and Computation: Practice …,Heterogeneous computing environment plays a significant role in achieving high-performance  computing ( to resolve workflow scheduling problems in the heterogeneous computing,https://onlinelibrary.wiley.com/doi/abs/10.1002/cpe.5987,include,"obj=False, wl=True"
fd8d878079a3,Cost-efficient workflow scheduling algorithm for applications with deadline constraint on heterogeneous clouds,"X Tang, W Cao, H Tang, T Deng, J Mei",2021.0,… on Parallel and …,"heterogeneous cloud system resources architecture. The details of this workflow scheduling   Nepal, AY Zomaya, “Privacyaware scheduling SaaS in high performance computing environ",https://ieeexplore.ieee.org/abstract/document/9647942/,include,"obj=True, wl=True"
df33e35d1ab1,Contention-aware workflow scheduling on Heterogeneous computing systems with shared buses,"Y Zheng, Q Wu, K Cai, Y Xia",2025.0,Journal of Systems Architecture,"(CACL) method to effectively address workflow scheduling in shared bus-based HCSs. In   methods, making it a robust solution for workflow scheduling in shared-bus-based HCSs.",https://www.sciencedirect.com/science/article/pii/S1383762125001067,exclude,no optimization method
4aa3307e8b4a,Time and energy optimization algorithms for the static scheduling of multiple workflows in heterogeneous computing system,"J Jiang, Y Lin, G Xie, L Fu, J Yang",2017.0,Journal of Grid Computing,"For multiple workflow scheduling, the most related literature to the current work is the  scheduling of multiple workflows on computational grids, ie, the B&E scheme, by Bittencourt and",https://link.springer.com/article/10.1007/s10723-017-9391-5,include,"obj=True, wl=True"
25f3e92f09fd,Bio-inspired workflow scheduling on HPC platforms,"M Kaur, S Kadam",2021.0,Tehnički glasnik,High performance computing is about the use of highproductivity computing resources to   Grid computing is a kind of HPC loosely coupled collection of heterogeneous resources that,https://hrcak.srce.hr/253023,exclude,no optimization method
f42cea5a95ac,Intelligent workflow scheduling for Big Data applications in IoT cloud computing environments,"L Abualigah, A Diabat, MA Elaziz",2021.0,Cluster Computing,The details of tasks and virtual machines are obtained from real-word log-traces (HPC2N  Seth log-trace [64]) to form high-performance computing jobs/tasks and Feitelson’s Parallel,https://link.springer.com/article/10.1007/s10586-021-03291-7,exclude,no optimization method
e9e8668a63c9,Dynamic mapping of application workflows in heterogeneous computing environments,"M Qasim, T Iqbal, EU Munir, N Tziritas",2017.0,2017 IEEE …,workflow scheduling algorithms in HCE is an NPComplete problem. A novel application  workflow scheduling algorithm called Heterogeneous  to achieve High-Performance Computing (,https://ieeexplore.ieee.org/abstract/document/7965083/,include,"obj=False, wl=True"
88fb3e58a234,A survey on energy‐efficient workflow scheduling algorithms in cloud computing,"P Verma, AK Maurya, RS Yadav",2024.0,Software: Practice and …,"For this, we categorize different workflow scheduling algorithms based on the scheduling  approaches used and provide an analytical discussion of the algorithms covered in the paper.",https://onlinelibrary.wiley.com/doi/abs/10.1002/spe.3292,related_survey,survey paper - use as reference
9c6c8bdb5eee,A comparative analysis of resource allocation schemes for real-time services in high-performance computing systems,"MS Qureshi, MB Qureshi, M Fayaz",2020.0,International …,"or heterogeneous resources. Homogeneous resources have the same, while  proposed  BAT approach for the optimum solution of workflow scheduling. The workflow scheduling",https://journals.sagepub.com/doi/abs/10.1177/1550147720932750,include,"obj=False, wl=True"
8daba9c70ebc,A hybrid bi-objective scheduling algorithm for execution of scientific workflows on cloud platforms with execution time and reliability approach,"Y Asghari Alaie, M Hosseini Shirvani",2023.0,The Journal of …,for execution on the heterogeneous parallel platforms to gain  are compatible with workflow  scheduling and make idempotent  workflow scheduling issue in cloud heterogeneous multi-,https://link.springer.com/article/10.1007/s11227-022-04703-0,include,"obj=True, wl=True"
fec9a9733bad,A two-stage multi-population genetic algorithm with heuristics for workflow scheduling in heterogeneous distributed computing environments,"Y Xie, FX Gui, WJ Wang",2021.0,IEEE Transactions on …,"These workflow applications are compute-intensive or data-intensive that can be deployed  in a high-performance computing environment/system (eg, cluster computing, grid computing",https://ieeexplore.ieee.org/abstract/document/9662214/,include,"obj=False, wl=True"
2c38dbd607be,Bi-objective workflow scheduling on heterogeneous computing systems using a memetic algorithm,"Y Zhang, F Tong, C Li, Y Xu",2021.0,Electronics,"In practice, most HCSs are built for high performance computing. Thus, time efficiency is  almost always the first priority for workflow scheduling, even with additional considerations. In",https://www.mdpi.com/2079-9292/10/2/209,include,"obj=False, wl=True"
afaaabf19ba9,Resource Aware Task Clustering for Scientific Workflow Execution in High Performance Computing Environments,"A Weerasinghe, K Wijethunga",2020.0,… High Performance …,"When it comes to evaluating algorithms designed for workflow scheduling in HPC environments,  using a simulated environment is a well-established approach because reserving HPC",https://ieeexplore.ieee.org/abstract/document/9408034/,include,"obj=False, wl=True"
11d5f993df03,Deep Reinforcement Learning-Based Continuous Workflows Scheduling in Heterogeneous Environments,"Z Wang, W Zhan, H Duan, G Min",2025.0,IEEE Internet of Things …,"in adaptability within heterogeneous settings, leading to  for continuous workflow scheduling  in heterogeneous environments effectively in continuous workflow scheduling scenarios and",https://ieeexplore.ieee.org/abstract/document/10820029/,include,"obj=False, wl=True"
275c758d11d1,Efficient task and workflow scheduling in inter-cloud environments: Challenges and opportunities.,"M Masdari, M Zangakani",2020.0,Journal of Supercomputing,"In [49], the authors provided a priority-based two-phase workflow scheduling algorithm for  heterogeneous multi-cloud systems that can deal with large workflows. It considers factors",https://www.researchgate.net/profile/Mohammad-Masdari-2/publication/336774459_Efficient_task_and_workflow_scheduling_in_inter-cloud_environments_challenges_and_opportunities/links/5dbd45f0299bf1a47b0ab434/Efficient-task-and-workflow-scheduling-in-inter-cloud-environments-challenges-and-opportunities.pdf,include,"obj=False, wl=True"
bd3af731dc20,DFMan: A graph-based optimization of dataflow scheduling on high-performance computing systems,"F Chowdhury, F Di Natale, A Moody",2022.0,2022 IEEE …,Scientific research and development campaigns are materialized by workflows of applications  executing on high-performance computing (HPC) systems. These applications con-sist of,https://ieeexplore.ieee.org/abstract/document/9820699/,include,"obj=False, wl=True"
6aee39902dad,Workflow scheduling algorithms and approaches,"G Kousalya, P Balakrishnan, C Pethuru Raj",2017.0,… Workflow Scheduling in Self …,across the globe comprising heterogeneous cloud platforms and  automated solutions  for workflow scheduling and also  Many high-performance computing and high-throughput,https://link.springer.com/chapter/10.1007/978-3-319-56982-6_4,include,"obj=True, wl=True"
34b2fb5c7e5d,Workflow scheduling issues and techniques in cloud computing: A systematic literature review,"S Yassir, Z Mostapha, T Claude",2017.0,International Conference of Cloud …,"As a result, over several years, a number of heuristic algorithms suitable for workflow  scheduling on heterogeneous resources have been suggested [9] that attempt to strike a good",https://link.springer.com/chapter/10.1007/978-3-319-97719-5_16,related_survey,survey paper - use as reference
7e48f69a83b0,Energy-deadline optimization with minimal task failure aware task partitioning model in heterogeneous cloud computing framework,"KN Divyaprabha, TSB Sudarshan",2025.0,Computers and Electrical Engineering,"(GPU) will be used in high-performance computing (HPC) to  is a challenging task since  heterogeneous cloud computing ( ), multi-objective prioritized workflow scheduling through deep",https://www.sciencedirect.com/science/article/pii/S0045790625003817,include,"obj=True, wl=True"
79c9e5ce1595,SWARM: Reimagining scientific workflow management systems in a distributed world,"P Balaprakash, K Raghavan",2025.0,… High Performance …,"Modern scientific workflows process massive amounts of data from diverse instruments and  sensors, leveraging geographically distributed, heterogeneous compute and storage",https://journals.sagepub.com/doi/abs/10.1177/10943420251339317,exclude,no scheduling/mapping focus
72d2ca73a79e,Workflow Scheduling on Computing Systems,"K Li, X Tang, J Mei, L Zhang, W Yang, K Li",2022.0,nan,"His major research areas include parallel computing, high-performance computing, grid,   A multi-objective approach for workflow scheduling in heterogeneous environments. In",https://api.taylorfrancis.com/content/books/mono/download?identifierName=doi&identifierValue=10.1201/b23006&type=googlepdf,exclude,no optimization method
84e45c35dbd5,Epigenomics scientific big data workflow scheduling for cancer diagnosis in health care using heterogeneous computing environment,"W Ahmad, B Alam, S Sharma",2022.0,Brazilian Archives of …,high-performance computing environment. The high-performance computing systems offer  heterogeneous  Workflow scheduling in heterogeneous computing systems is considered an,https://www.scielo.br/j/babt/a/QtvhvnZgjrcgkrFmCbBYWfH/,exclude,no optimization method
cbb1d96c38a1,Multi-objective task and workflow scheduling approaches in cloud computing: a comprehensive review,"M Hosseinzadeh, MY Ghafour, HK Hama, B Vo",2020.0,Journal of Grid …,"workflow scheduling schemes may specify the task order, and even in the heterogeneous   However, it is worth mentioning that task and workflow scheduling approaches may pursue",https://link.springer.com/article/10.1007/s10723-020-09533-z,exclude,no optimization method
1a85c33d2095,A time and reliability optimization algorithm for workflow scheduling in heterogeneous distributed computing system,"J Jiang, H Cai, L Xie, Z Sun, L Pan",2022.0,Journal of Circuits …,"has allowed for constructing powerful and complex heterogeneous microprocessors systems.At  the  Therefore, it is a meaningful research for high reliability in heterogeneous computing",https://www.worldscientific.com/doi/abs/10.1142/S0218126622502528,include,"obj=False, wl=True"
92c6b4c06e97,Energy efficient scheduling of scientific workflows in cloud environment,"M Ghose, P Verma, S Karmakar",2017.0,… Performance Computing …,"an algorithm called, scalable heterogeneous earliest finish time  efficient list-based workflow  scheduling algorithm, called  in the cloud system are heterogeneous and their base power (",https://ieeexplore.ieee.org/abstract/document/8291925/,include,"obj=True, wl=True"
e5de4f3a47ef,Different aspects of workflow scheduling in large-scale distributed systems,"GL Stavrinides, FR Duro, HD Karatza, JG Blas",2017.0,… Modelling Practice and …,"In this paper, we investigate the workflow scheduling problem in large-scale distributed   Specifically, we investigate via simulation the performance of a heterogeneous distributed system",https://www.sciencedirect.com/science/article/pii/S1569190X16302519,exclude,no optimization method
dc4bf747b1bc,A Multiobjective Memetic Algorithm for Workflow Scheduling on Heterogeneous Computing Systems,"C Zou, M Shi, X Liu",2021.0,… Int Conf on High Performance Computing …,"In this paper, we study workflow scheduling with the goal of simultaneously optimizing the  makespan and energy consumption on DVFS-enabled HCSs as a multiobjective optimization",https://ieeexplore.ieee.org/abstract/document/9781163/,include,"obj=True, wl=True"
c325ab42e40b,Resource Scheduling Algorithm for Heterogeneous High-Performance Clusters,L Han,2022.0,China Intelligent Networked Things Conference,aggregated in a high-performance computing environment.  -dimensional intelligent  heterogeneous resource scheduling  A task backfill based scientific workflow scheduling strategy,https://link.springer.com/chapter/10.1007/978-981-19-8915-5_27,include,"obj=False, wl=True"
7c55279fea4b,Fair budget constrained workflow scheduling approach for heterogeneous clouds,"N Rizvi, D Ramesh",2020.0,cluster computing,"and storage services demanded the design of a high-performance computing system.  Therefore, the distributed and heterogeneous environments, like grids and clusters, have gained",https://link.springer.com/article/10.1007/s10586-020-03079-1,exclude,no optimization method
c013d6725b72,MPEFT: a makespan minimizing heuristic scheduling algorithm for workflows in heterogeneous computing systems,"D Sirisha, SS Prasad",2023.0,CCF Transactions on High Performance Computing,"2, workflow scheduling problem and essential terminology is detailed. The related work is   2 The workflow scheduling problem The workflow scheduling system comprises of workflow",https://link.springer.com/article/10.1007/s42514-022-00116-w,include,"obj=True, wl=True"
